Disease,County,Year,MALE,FEMALE
Listeriosis,COLUSA,2009,0,0
Listeriosis,COLUSA,2010,0,0
Listeriosis,COLUSA,2011,0,0
Listeriosis,COLUSA,2012,0,0
Listeriosis,COLUSA,2013,0,0
Listeriosis,COLUSA,2014,0,0
Listeriosis,COLUSA,2015,0,0
Listeriosis,COLUSA,2016,0,0
Listeriosis,COLUSA,2017,0,0
Listeriosis,COLUSA,2018,0,0
Listeriosis,CONTRA COSTA,2001,1,2
Listeriosis,CONTRA COSTA,2002,1,2
Listeriosis,CONTRA COSTA,2003,3,2
Listeriosis,CONTRA COSTA,2004,0,1
Listeriosis,CONTRA COSTA,2005,1,1
Listeriosis,CONTRA COSTA,2006,2,1
Listeriosis,CONTRA COSTA,2007,3,2
Listeriosis,CONTRA COSTA,2008,2,2
Listeriosis,CONTRA COSTA,2009,1,1
Listeriosis,CONTRA COSTA,2010,1,4
Listeriosis,CONTRA COSTA,2011,1,2
Listeriosis,CONTRA COSTA,2012,1,0
Listeriosis,CONTRA COSTA,2013,3,1
Listeriosis,CONTRA COSTA,2014,0,0
Listeriosis,CONTRA COSTA,2015,2,0
Listeriosis,CONTRA COSTA,2016,0,1
Listeriosis,CONTRA COSTA,2017,2,3
Listeriosis,CONTRA COSTA,2018,0,1
Listeriosis,DEL NORTE,2001,0,0
Listeriosis,DEL NORTE,2002,,
Listeriosis,DEL NORTE,2003,0,0
Listeriosis,DEL NORTE,2004,0,0
Listeriosis,DEL NORTE,2005,0,0
Listeriosis,DEL NORTE,2006,0,0
Listeriosis,DEL NORTE,2007,,
Listeriosis,DEL NORTE,2008,0,0
Listeriosis,DEL NORTE,2009,0,0
Listeriosis,DEL NORTE,2010,0,0
Listeriosis,DEL NORTE,2011,0,0
Listeriosis,DEL NORTE,2012,0,0
Listeriosis,DEL NORTE,2013,0,0
Listeriosis,DEL NORTE,2014,0,0
Listeriosis,DEL NORTE,2015,,
Listeriosis,DEL NORTE,2016,0,0
Listeriosis,DEL NORTE,2017,0,0
Listeriosis,DEL NORTE,2018,0,0
Listeriosis,EL DORADO,2001,1,0
Listeriosis,EL DORADO,2002,0,0
Listeriosis,EL DORADO,2003,0,0
Listeriosis,EL DORADO,2004,0,0
Listeriosis,EL DORADO,2005,0,0
Listeriosis,EL DORADO,2006,1,0
Listeriosis,EL DORADO,2007,0,0
Listeriosis,EL DORADO,2008,0,0
Listeriosis,EL DORADO,2009,0,0
Listeriosis,EL DORADO,2010,0,0
Listeriosis,EL DORADO,2011,0,0
Listeriosis,EL DORADO,2012,0,0
Listeriosis,EL DORADO,2013,0,0
Listeriosis,EL DORADO,2014,0,1
Listeriosis,EL DORADO,2015,0,0
Listeriosis,EL DORADO,2016,0,1
Listeriosis,EL DORADO,2017,0,2
Listeriosis,EL DORADO,2018,0,0
Listeriosis,FRESNO,2001,0,3
Listeriosis,FRESNO,2002,1,3
Listeriosis,FRESNO,2003,1,1
Listeriosis,FRESNO,2004,1,0
Listeriosis,FRESNO,2005,0,5
Listeriosis,FRESNO,2006,2,2
Listeriosis,FRESNO,2007,0,3
Listeriosis,FRESNO,2008,1,0
Listeriosis,FRESNO,2009,2,0
Listeriosis,FRESNO,2010,0,0
Listeriosis,FRESNO,2011,0,3
Listeriosis,FRESNO,2012,0,1
Listeriosis,FRESNO,2013,1,0
Listeriosis,FRESNO,2014,0,1
Listeriosis,FRESNO,2015,0,2
Listeriosis,FRESNO,2016,1,0
Listeriosis,FRESNO,2017,0,1
Listeriosis,FRESNO,2018,0,1
Listeriosis,GLENN,2001,0,0
Listeriosis,GLENN,2002,0,0
Listeriosis,GLENN,2003,0,0
Listeriosis,GLENN,2004,0,0
Listeriosis,GLENN,2005,0,0
Listeriosis,GLENN,2006,0,0
Listeriosis,GLENN,2007,0,0
Listeriosis,GLENN,2008,0,0
Listeriosis,GLENN,2009,0,0
Listeriosis,GLENN,2010,0,0
Listeriosis,GLENN,2011,0,0
Listeriosis,GLENN,2012,0,0
Listeriosis,GLENN,2013,0,0
Listeriosis,GLENN,2014,0,0
Listeriosis,GLENN,2015,0,0
Listeriosis,GLENN,2016,,
Listeriosis,GLENN,2017,,
Listeriosis,GLENN,2018,0,0
Listeriosis,HUMBOLDT,2001,0,0
Listeriosis,HUMBOLDT,2002,0,0
Listeriosis,HUMBOLDT,2003,0,0
Listeriosis,HUMBOLDT,2004,0,1
Listeriosis,HUMBOLDT,2005,1,0
Listeriosis,HUMBOLDT,2006,0,0
Listeriosis,HUMBOLDT,2007,0,1
Listeriosis,HUMBOLDT,2008,0,0
Listeriosis,HUMBOLDT,2009,1,0
Listeriosis,HUMBOLDT,2010,0,0
Listeriosis,HUMBOLDT,2011,1,0
Listeriosis,HUMBOLDT,2012,0,1
Listeriosis,HUMBOLDT,2013,0,1
Listeriosis,HUMBOLDT,2014,0,1
Listeriosis,HUMBOLDT,2015,0,0
Listeriosis,HUMBOLDT,2016,0,0
Listeriosis,HUMBOLDT,2017,0,0
Listeriosis,HUMBOLDT,2018,0,0
Listeriosis,IMPERIAL,2001,0,0
Listeriosis,IMPERIAL,2002,0,0
Listeriosis,IMPERIAL,2003,0,0
Listeriosis,IMPERIAL,2004,0,0
Listeriosis,IMPERIAL,2005,0,0
Listeriosis,IMPERIAL,2006,0,1
Listeriosis,IMPERIAL,2007,1,0
Listeriosis,IMPERIAL,2008,1,0
Listeriosis,IMPERIAL,2009,0,0
Listeriosis,IMPERIAL,2010,0,0
Listeriosis,IMPERIAL,2011,0,0
Listeriosis,IMPERIAL,2012,0,2
Listeriosis,IMPERIAL,2013,0,0
Listeriosis,IMPERIAL,2014,0,1
Listeriosis,IMPERIAL,2015,0,1
Listeriosis,IMPERIAL,2016,0,0
Listeriosis,IMPERIAL,2017,2,0
Listeriosis,IMPERIAL,2018,1,0
Listeriosis,INYO,2001,0,0
Listeriosis,INYO,2002,0,0
Listeriosis,INYO,2003,0,0
Listeriosis,INYO,2004,0,0
Listeriosis,INYO,2005,0,0
Listeriosis,INYO,2006,0,0
Listeriosis,INYO,2007,0,0
Listeriosis,INYO,2008,0,0
Listeriosis,INYO,2009,0,0
Listeriosis,INYO,2010,0,0
Listeriosis,INYO,2011,0,0
Listeriosis,INYO,2012,0,0
Listeriosis,INYO,2013,0,0
Listeriosis,INYO,2014,0,0
Listeriosis,INYO,2015,0,0
Listeriosis,INYO,2016,0,0
Listeriosis,INYO,2017,0,0
Listeriosis,INYO,2018,0,0
Listeriosis,KERN,2001,0,1
Listeriosis,KERN,2002,1,0
Listeriosis,KERN,2003,1,0
Listeriosis,KERN,2004,1,0
Listeriosis,KERN,2005,1,0
Listeriosis,KERN,2006,1,0
Listeriosis,KERN,2007,0,2
Listeriosis,KERN,2008,0,1
Listeriosis,KERN,2009,0,0
Listeriosis,KERN,2010,1,1
Listeriosis,KERN,2011,0,0
Listeriosis,KERN,2012,1,0
Listeriosis,KERN,2013,0,2
Listeriosis,KERN,2014,1,0
Listeriosis,KERN,2015,0,0
Listeriosis,KERN,2016,1,1
Listeriosis,KERN,2017,1,1
Listeriosis,KERN,2018,1,2
Listeriosis,KINGS,2001,0,0
Listeriosis,KINGS,2002,0,0
Listeriosis,KINGS,2003,0,0
Listeriosis,KINGS,2004,0,0
Listeriosis,KINGS,2005,0,0
Listeriosis,KINGS,2006,0,0
Listeriosis,KINGS,2007,0,0
Listeriosis,KINGS,2008,0,0
Listeriosis,KINGS,2009,0,0
Listeriosis,KINGS,2010,0,0
Listeriosis,KINGS,2011,1,0
Listeriosis,KINGS,2012,0,0
Listeriosis,KINGS,2013,0,0
Listeriosis,KINGS,2014,0,0
Listeriosis,KINGS,2015,0,0
Listeriosis,KINGS,2016,0,0
Listeriosis,KINGS,2017,0,0
Listeriosis,KINGS,2018,0,0
Listeriosis,LAKE,2001,0,0
Listeriosis,LAKE,2002,0,0
Listeriosis,LAKE,2003,0,0
Listeriosis,LAKE,2004,0,0
Listeriosis,LAKE,2005,0,0
Listeriosis,LAKE,2006,0,0
Listeriosis,LAKE,2007,0,0
Listeriosis,LAKE,2008,,
Listeriosis,LAKE,2009,0,0
Listeriosis,LAKE,2010,0,0
Listeriosis,LAKE,2011,0,0
Listeriosis,LAKE,2012,0,0
Listeriosis,LAKE,2013,,
Listeriosis,LAKE,2014,0,0
Listeriosis,LAKE,2015,0,0
Listeriosis,LAKE,2016,,
Listeriosis,LAKE,2017,0,0
Listeriosis,LAKE,2018,0,0
Listeriosis,LASSEN,2001,0,0
Listeriosis,LASSEN,2002,0,0
Listeriosis,LASSEN,2003,0,0
Listeriosis,LASSEN,2004,0,0
Listeriosis,LASSEN,2005,0,0
Listeriosis,LASSEN,2006,0,0
Listeriosis,LASSEN,2007,0,0
Listeriosis,LASSEN,2008,0,0
Listeriosis,LASSEN,2009,0,0
Listeriosis,LASSEN,2010,0,0
Listeriosis,LASSEN,2011,0,0
Listeriosis,LASSEN,2012,0,0
Listeriosis,LASSEN,2013,,
Listeriosis,LASSEN,2014,0,0
Listeriosis,LASSEN,2015,0,0
Listeriosis,LASSEN,2016,0,0
Listeriosis,LASSEN,2017,0,0
Listeriosis,LASSEN,2018,0,0
Listeriosis,LOS ANGELES,2001,14,19
Listeriosis,LOS ANGELES,2002,8,15
Listeriosis,LOS ANGELES,2003,12,9
Listeriosis,LOS ANGELES,2004,14,16
Listeriosis,LOS ANGELES,2005,15,16
Listeriosis,LOS ANGELES,2006,15,24
Listeriosis,LOS ANGELES,2007,16,14
Listeriosis,LOS ANGELES,2008,8,14
Listeriosis,LOS ANGELES,2009,12,12
Listeriosis,LOS ANGELES,2010,8,15
Listeriosis,LOS ANGELES,2011,8,18
Listeriosis,LOS ANGELES,2012,16,19
Listeriosis,LOS ANGELES,2013,11,20
Listeriosis,LOS ANGELES,2014,16,22
Listeriosis,LOS ANGELES,2015,16,23
Listeriosis,LOS ANGELES,2016,14,23
Listeriosis,LOS ANGELES,2017,8,25
Listeriosis,LOS ANGELES,2018,6,10
Listeriosis,MADERA,2001,0,0
Listeriosis,MADERA,2002,0,0
Listeriosis,MADERA,2003,0,0
Listeriosis,MADERA,2004,0,0
Listeriosis,MADERA,2005,0,0
Listeriosis,MADERA,2006,0,0
Listeriosis,MADERA,2007,1,0
Listeriosis,MADERA,2008,0,0
Listeriosis,MADERA,2009,0,0
Listeriosis,MADERA,2010,0,0
Listeriosis,MADERA,2011,0,0
Listeriosis,MADERA,2012,0,0
Listeriosis,MADERA,2013,0,0
Listeriosis,MADERA,2014,0,0
Listeriosis,MADERA,2015,0,0
Listeriosis,MADERA,2016,0,0
Listeriosis,MADERA,2017,0,0
Listeriosis,MADERA,2018,0,0
Listeriosis,MARIN,2001,0,1
Listeriosis,MARIN,2002,0,0
Listeriosis,MARIN,2003,2,0
Listeriosis,MARIN,2004,2,1
Listeriosis,MARIN,2005,0,0
Listeriosis,MARIN,2006,0,0
Listeriosis,MARIN,2007,1,0
Listeriosis,MARIN,2008,1,0
Listeriosis,MARIN,2009,0,1
Listeriosis,MARIN,2010,0,0
Listeriosis,MARIN,2011,0,0
Listeriosis,MARIN,2012,0,1
Listeriosis,MARIN,2013,0,0
Listeriosis,MARIN,2014,0,0
Listeriosis,MARIN,2015,1,0
Listeriosis,MARIN,2016,0,1
Listeriosis,MARIN,2017,0,0
Listeriosis,MARIN,2018,0,0
Listeriosis,MARIPOSA,2001,0,0
Listeriosis,MARIPOSA,2002,0,0
Listeriosis,MARIPOSA,2003,0,0
Listeriosis,MARIPOSA,2004,0,0
Listeriosis,MARIPOSA,2005,0,0
Listeriosis,MARIPOSA,2006,0,0
Listeriosis,MARIPOSA,2007,0,0
Listeriosis,MARIPOSA,2008,0,0
Listeriosis,MARIPOSA,2009,0,0
Listeriosis,MARIPOSA,2010,0,0
Listeriosis,MARIPOSA,2011,0,0
Listeriosis,MARIPOSA,2012,0,0
Listeriosis,MARIPOSA,2013,0,0
Listeriosis,MARIPOSA,2014,0,0
Listeriosis,MARIPOSA,2015,0,0
Listeriosis,MARIPOSA,2016,0,0
Listeriosis,MARIPOSA,2017,0,0
Listeriosis,MARIPOSA,2018,0,0
Listeriosis,MENDOCINO,2001,0,0
Listeriosis,MENDOCINO,2002,,
Listeriosis,MENDOCINO,2003,0,0
Listeriosis,MENDOCINO,2004,0,0
Listeriosis,MENDOCINO,2005,,
Listeriosis,MENDOCINO,2006,0,0
Listeriosis,MENDOCINO,2007,0,0
Listeriosis,MENDOCINO,2008,0,0
Listeriosis,MENDOCINO,2009,,
Listeriosis,MENDOCINO,2010,0,0
Listeriosis,MENDOCINO,2011,0,0
Listeriosis,MENDOCINO,2012,,
Listeriosis,MENDOCINO,2013,0,0
Listeriosis,MENDOCINO,2014,,
Listeriosis,MENDOCINO,2015,0,0
Listeriosis,MENDOCINO,2016,0,0
Listeriosis,MENDOCINO,2017,0,0
Listeriosis,MENDOCINO,2018,,
Listeriosis,MERCED,2001,1,1
Listeriosis,MERCED,2002,0,0
Listeriosis,MERCED,2003,0,0
Listeriosis,MERCED,2004,0,0
Listeriosis,MERCED,2005,1,2
Listeriosis,MERCED,2006,1,1
Listeriosis,MERCED,2007,0,0
Listeriosis,MERCED,2008,1,0
Listeriosis,MERCED,2009,0,0
Listeriosis,MERCED,2010,0,1
Listeriosis,MERCED,2011,0,0
Listeriosis,MERCED,2012,0,0
Listeriosis,MERCED,2013,0,0
Listeriosis,MERCED,2014,0,0
Listeriosis,MERCED,2015,0,0
Listeriosis,MERCED,2016,0,0
Listeriosis,MERCED,2017,0,0
Listeriosis,MERCED,2018,0,0
Listeriosis,MODOC,2001,0,0
Listeriosis,MODOC,2002,0,0
Listeriosis,MODOC,2003,0,0
Listeriosis,MODOC,2004,0,0
Listeriosis,MODOC,2005,0,0
Listeriosis,MODOC,2006,0,0
Listeriosis,MODOC,2007,0,0
Listeriosis,MODOC,2008,0,0
Listeriosis,MODOC,2009,0,0
Listeriosis,MODOC,2010,0,0
Listeriosis,MODOC,2011,0,0
Listeriosis,MODOC,2012,0,0
Listeriosis,MODOC,2013,0,0
Listeriosis,MODOC,2014,0,0
Listeriosis,MODOC,2015,0,0
Listeriosis,MODOC,2016,0,0
Listeriosis,MODOC,2017,0,0
Listeriosis,MODOC,2018,0,0
Listeriosis,MONO,2001,0,0
Listeriosis,MONO,2002,0,0
Listeriosis,MONO,2003,0,0
Listeriosis,MONO,2004,0,0
Listeriosis,MONO,2005,0,0
Listeriosis,MONO,2006,0,0
Listeriosis,MONO,2007,0,0
Listeriosis,MONO,2008,0,0
Listeriosis,MONO,2009,0,0
Listeriosis,MONO,2010,0,0
Listeriosis,MONO,2011,0,0
Listeriosis,MONO,2012,0,0
Listeriosis,MONO,2013,0,0
Listeriosis,MONO,2014,0,0
Listeriosis,MONO,2015,0,0
Listeriosis,MONO,2016,0,0
Listeriosis,MONO,2017,0,0
Listeriosis,MONO,2018,0,0
Listeriosis,MONTEREY,2001,1,0
Listeriosis,MONTEREY,2002,1,0
Listeriosis,MONTEREY,2003,0,1
Listeriosis,MONTEREY,2004,0,3
Listeriosis,MONTEREY,2005,0,1
Listeriosis,MONTEREY,2006,0,1
Listeriosis,MONTEREY,2007,0,1
Listeriosis,MONTEREY,2008,0,2
Listeriosis,MONTEREY,2009,2,0
Listeriosis,MONTEREY,2010,1,1
Listeriosis,MONTEREY,2011,0,2
Listeriosis,MONTEREY,2012,0,2
Listeriosis,MONTEREY,2013,2,2
Listeriosis,MONTEREY,2014,1,1
Listeriosis,MONTEREY,2015,0,1
Listeriosis,MONTEREY,2016,1,1
Listeriosis,MONTEREY,2017,0,1
Listeriosis,MONTEREY,2018,2,0
Listeriosis,NAPA,2001,3,0
Listeriosis,NAPA,2002,0,0
Listeriosis,NAPA,2003,1,0
Listeriosis,NAPA,2004,0,0
Listeriosis,NAPA,2005,0,1
Listeriosis,NAPA,2006,0,0
Listeriosis,NAPA,2007,0,0
Listeriosis,NAPA,2008,0,0
Listeriosis,NAPA,2009,0,0
Listeriosis,NAPA,2010,2,0
Listeriosis,NAPA,2011,0,1
Listeriosis,NAPA,2012,2,0
Listeriosis,NAPA,2013,0,1
Listeriosis,NAPA,2014,0,0
Listeriosis,NAPA,2015,0,0
Listeriosis,NAPA,2016,1,0
Listeriosis,NAPA,2017,0,1
Listeriosis,NAPA,2018,0,0
Listeriosis,NEVADA,2001,0,0
Listeriosis,NEVADA,2002,0,0
Listeriosis,NEVADA,2003,0,0
Listeriosis,NEVADA,2004,0,0
Listeriosis,NEVADA,2005,0,0
Listeriosis,NEVADA,2006,0,0
Listeriosis,NEVADA,2007,0,0
Listeriosis,NEVADA,2008,0,0
Listeriosis,NEVADA,2009,0,0
Listeriosis,NEVADA,2010,,
Listeriosis,NEVADA,2011,0,0
Listeriosis,NEVADA,2012,0,0
Listeriosis,NEVADA,2013,0,0
Listeriosis,NEVADA,2014,0,0
Listeriosis,NEVADA,2015,0,0
Listeriosis,NEVADA,2016,0,0
Listeriosis,NEVADA,2017,0,0
Listeriosis,NEVADA,2018,0,0
Listeriosis,ORANGE,2001,11,1
Listeriosis,ORANGE,2002,6,7
Listeriosis,ORANGE,2003,6,1
Listeriosis,ORANGE,2004,8,4
Listeriosis,ORANGE,2005,2,6
Listeriosis,ORANGE,2006,6,5
Listeriosis,ORANGE,2007,2,5
Listeriosis,ORANGE,2008,3,4
Listeriosis,ORANGE,2009,7,5
Listeriosis,ORANGE,2010,3,2
Listeriosis,ORANGE,2011,4,7
Listeriosis,ORANGE,2012,1,3
Listeriosis,ORANGE,2013,3,3
Listeriosis,ORANGE,2014,4,9
Listeriosis,ORANGE,2015,6,6
Listeriosis,ORANGE,2016,3,2
Listeriosis,ORANGE,2017,9,7
Listeriosis,ORANGE,2018,5,4
Listeriosis,PLACER,2001,0,1
Listeriosis,PLACER,2002,0,1
Listeriosis,PLACER,2003,0,0
Listeriosis,PLACER,2004,0,0
Listeriosis,PLACER,2005,0,0
Listeriosis,PLACER,2006,0,0
Listeriosis,PLACER,2007,0,0
Listeriosis,PLACER,2008,1,1
Listeriosis,PLACER,2009,1,0
Listeriosis,PLACER,2010,0,1
Listeriosis,PLACER,2011,0,0
Listeriosis,PLACER,2012,0,0
Listeriosis,PLACER,2013,0,1
Listeriosis,PLACER,2014,0,0
Listeriosis,PLACER,2015,0,1
Listeriosis,PLACER,2016,0,1
Listeriosis,PLACER,2017,2,0
Listeriosis,PLACER,2018,0,1
Listeriosis,PLUMAS,2001,0,0
Listeriosis,PLUMAS,2002,0,0
Listeriosis,PLUMAS,2003,0,0
Listeriosis,PLUMAS,2004,0,0
Listeriosis,PLUMAS,2005,0,0
Listeriosis,PLUMAS,2006,0,0
Listeriosis,PLUMAS,2007,0,0
Listeriosis,PLUMAS,2008,0,0
Listeriosis,PLUMAS,2009,0,0
Listeriosis,PLUMAS,2010,0,0
Listeriosis,PLUMAS,2011,0,0
Listeriosis,PLUMAS,2012,0,0
Listeriosis,PLUMAS,2013,0,0
Listeriosis,PLUMAS,2014,0,0
Listeriosis,PLUMAS,2015,0,0
Listeriosis,PLUMAS,2016,0,0
Listeriosis,PLUMAS,2017,0,0
Listeriosis,PLUMAS,2018,0,0
Listeriosis,RIVERSIDE,2001,3,3
Listeriosis,RIVERSIDE,2002,3,1
Listeriosis,RIVERSIDE,2003,0,0
Listeriosis,RIVERSIDE,2004,1,4
Listeriosis,RIVERSIDE,2005,1,3
Listeriosis,RIVERSIDE,2006,1,3
Listeriosis,RIVERSIDE,2007,0,0
Listeriosis,RIVERSIDE,2008,2,0
Listeriosis,RIVERSIDE,2009,1,3
Listeriosis,RIVERSIDE,2010,2,1
Listeriosis,RIVERSIDE,2011,1,3
Listeriosis,RIVERSIDE,2012,0,3
Listeriosis,RIVERSIDE,2013,1,0
Listeriosis,RIVERSIDE,2014,1,0
Listeriosis,RIVERSIDE,2015,2,7
Listeriosis,RIVERSIDE,2016,5,2
Listeriosis,RIVERSIDE,2017,1,3
Listeriosis,RIVERSIDE,2018,3,1
Listeriosis,SACRAMENTO,2001,1,3
Listeriosis,SACRAMENTO,2002,2,0
Listeriosis,SACRAMENTO,2003,3,2
Listeriosis,SACRAMENTO,2004,2,1
Listeriosis,SACRAMENTO,2005,3,4
Listeriosis,SACRAMENTO,2006,1,3
Listeriosis,SACRAMENTO,2007,2,2
Listeriosis,SACRAMENTO,2008,0,1
Listeriosis,SACRAMENTO,2009,1,2
Listeriosis,SACRAMENTO,2010,2,1
Listeriosis,SACRAMENTO,2011,0,1
Listeriosis,SACRAMENTO,2012,1,3
Listeriosis,SACRAMENTO,2013,0,1
Listeriosis,SACRAMENTO,2014,0,3
Listeriosis,SACRAMENTO,2015,1,1
Listeriosis,SACRAMENTO,2016,3,3
Listeriosis,SACRAMENTO,2017,2,1
Listeriosis,SACRAMENTO,2018,0,1
Listeriosis,SAN BENITO,2001,0,0
Listeriosis,SAN BENITO,2002,0,0
Listeriosis,SAN BENITO,2003,0,0
Listeriosis,SAN BENITO,2004,0,0
Listeriosis,SAN BENITO,2005,,
Listeriosis,SAN BENITO,2006,0,0
Listeriosis,SAN BENITO,2007,0,0
Listeriosis,SAN BENITO,2008,0,0
Listeriosis,SAN BENITO,2009,0,0
Listeriosis,SAN BENITO,2010,0,0
Listeriosis,SAN BENITO,2011,0,0
Listeriosis,SAN BENITO,2012,0,0
Listeriosis,SAN BENITO,2013,0,0
Listeriosis,SAN BENITO,2014,0,0
Listeriosis,SAN BENITO,2015,0,0
Listeriosis,SAN BENITO,2016,0,0
Listeriosis,SAN BENITO,2017,0,0
Listeriosis,SAN BENITO,2018,0,0
Listeriosis,SAN BERNARDINO,2001,1,1
Listeriosis,SAN BERNARDINO,2002,1,2
Listeriosis,SAN BERNARDINO,2003,2,2
Listeriosis,SAN BERNARDINO,2004,0,3
Listeriosis,SAN BERNARDINO,2005,4,2
Listeriosis,SAN BERNARDINO,2006,2,2
Listeriosis,SAN BERNARDINO,2007,1,1
Listeriosis,SAN BERNARDINO,2008,1,2
Listeriosis,SAN BERNARDINO,2009,0,2
Listeriosis,SAN BERNARDINO,2010,3,3
Listeriosis,SAN BERNARDINO,2011,1,1
Listeriosis,SAN BERNARDINO,2012,0,0
Listeriosis,SAN BERNARDINO,2013,3,1
Listeriosis,SAN BERNARDINO,2014,2,1
Listeriosis,SAN BERNARDINO,2015,0,3
Listeriosis,SAN BERNARDINO,2016,0,2
Listeriosis,SAN BERNARDINO,2017,2,1
Listeriosis,SAN BERNARDINO,2018,2,3
Listeriosis,SAN DIEGO,2001,5,8
Listeriosis,SAN DIEGO,2002,5,5
Listeriosis,SAN DIEGO,2003,4,8
Listeriosis,SAN DIEGO,2004,8,6
Listeriosis,SAN DIEGO,2005,3,14
Listeriosis,SAN DIEGO,2006,9,16
Listeriosis,SAN DIEGO,2007,11,6
Listeriosis,SAN DIEGO,2008,8,6
Listeriosis,SAN DIEGO,2009,4,9
Listeriosis,SAN DIEGO,2010,3,4
Listeriosis,SAN DIEGO,2011,7,12
Listeriosis,SAN DIEGO,2012,5,7
Listeriosis,SAN DIEGO,2013,10,6
Listeriosis,SAN DIEGO,2014,6,7
Listeriosis,SAN DIEGO,2015,4,6
Listeriosis,SAN DIEGO,2016,10,8
Listeriosis,SAN DIEGO,2017,8,9
Listeriosis,SAN DIEGO,2018,9,6
Listeriosis,SAN FRANCISCO,2001,1,5
Listeriosis,SAN FRANCISCO,2002,1,1
Listeriosis,SAN FRANCISCO,2003,4,2
Listeriosis,SAN FRANCISCO,2004,5,3
Listeriosis,SAN FRANCISCO,2005,3,3
Listeriosis,SAN FRANCISCO,2006,0,0
Listeriosis,SAN FRANCISCO,2007,1,1
Listeriosis,SAN FRANCISCO,2008,1,3
Listeriosis,SAN FRANCISCO,2009,5,1
Listeriosis,SAN FRANCISCO,2010,1,2
Listeriosis,SAN FRANCISCO,2011,3,7
Listeriosis,SAN FRANCISCO,2012,3,8
Listeriosis,SAN FRANCISCO,2013,2,5
Listeriosis,SAN FRANCISCO,2014,2,5
Listeriosis,SAN FRANCISCO,2015,6,3
Listeriosis,SAN FRANCISCO,2016,1,1
Listeriosis,SAN FRANCISCO,2017,0,5
Listeriosis,SAN FRANCISCO,2018,1,1
Listeriosis,SAN JOAQUIN,2001,0,0
Listeriosis,SAN JOAQUIN,2002,1,0
Listeriosis,SAN JOAQUIN,2003,0,3
Listeriosis,SAN JOAQUIN,2004,1,1
Listeriosis,SAN JOAQUIN,2005,0,0
Listeriosis,SAN JOAQUIN,2006,0,0
Listeriosis,SAN JOAQUIN,2007,1,0
Listeriosis,SAN JOAQUIN,2008,2,0
Listeriosis,SAN JOAQUIN,2009,1,0
Listeriosis,SAN JOAQUIN,2010,1,2
Listeriosis,SAN JOAQUIN,2011,2,4
Listeriosis,SAN JOAQUIN,2012,0,0
Listeriosis,SAN JOAQUIN,2013,0,1
Listeriosis,SAN JOAQUIN,2014,1,1
Listeriosis,SAN JOAQUIN,2015,0,0
Listeriosis,SAN JOAQUIN,2016,0,0
Listeriosis,SAN JOAQUIN,2017,0,2
Listeriosis,SAN JOAQUIN,2018,0,2
Listeriosis,SAN LUIS OBISPO,2001,0,2
Listeriosis,SAN LUIS OBISPO,2002,0,0
Listeriosis,SAN LUIS OBISPO,2003,0,0
Listeriosis,SAN LUIS OBISPO,2004,0,2
Listeriosis,SAN LUIS OBISPO,2005,0,2
Listeriosis,SAN LUIS OBISPO,2006,0,2
Listeriosis,SAN LUIS OBISPO,2007,0,0
Listeriosis,SAN LUIS OBISPO,2008,0,0
Listeriosis,SAN LUIS OBISPO,2009,0,0
Listeriosis,SAN LUIS OBISPO,2010,0,0
Listeriosis,SAN LUIS OBISPO,2011,0,2
Listeriosis,SAN LUIS OBISPO,2012,0,0
Listeriosis,SAN LUIS OBISPO,2013,0,0
Listeriosis,SAN LUIS OBISPO,2014,0,0
Listeriosis,SAN LUIS OBISPO,2015,0,0
Listeriosis,SAN LUIS OBISPO,2016,0,0
Listeriosis,SAN LUIS OBISPO,2017,0,1
Listeriosis,SAN LUIS OBISPO,2018,0,0
Listeriosis,SAN MATEO,2001,0,0
Listeriosis,SAN MATEO,2002,2,1
Listeriosis,SAN MATEO,2003,1,1
Listeriosis,SAN MATEO,2004,0,3
Listeriosis,SAN MATEO,2005,3,3
Listeriosis,SAN MATEO,2006,2,0
Listeriosis,SAN MATEO,2007,4,0
Listeriosis,SAN MATEO,2008,1,4
Listeriosis,SAN MATEO,2009,1,2
Listeriosis,SAN MATEO,2010,2,2
Listeriosis,SAN MATEO,2011,1,1
Listeriosis,SAN MATEO,2012,0,0
Listeriosis,SAN MATEO,2013,1,2
Listeriosis,SAN MATEO,2014,2,3
Listeriosis,SAN MATEO,2015,2,6
Listeriosis,SAN MATEO,2016,4,2
Listeriosis,SAN MATEO,2017,1,8
Listeriosis,SAN MATEO,2018,0,3
Listeriosis,SANTA BARBARA,2001,0,1
Listeriosis,SANTA BARBARA,2002,0,0
Listeriosis,SANTA BARBARA,2003,0,1
Listeriosis,SANTA BARBARA,2004,1,4
Listeriosis,SANTA BARBARA,2005,0,0
Listeriosis,SANTA BARBARA,2006,1,2
Listeriosis,SANTA BARBARA,2007,0,2
Listeriosis,SANTA BARBARA,2008,0,1
Listeriosis,SANTA BARBARA,2009,0,0
Listeriosis,SANTA BARBARA,2010,1,3
Listeriosis,SANTA BARBARA,2011,0,3
Listeriosis,SANTA BARBARA,2012,2,2
Listeriosis,SANTA BARBARA,2013,0,0
Listeriosis,SANTA BARBARA,2014,1,0
Listeriosis,SANTA BARBARA,2015,2,1
Listeriosis,SANTA BARBARA,2016,2,0
Listeriosis,SANTA BARBARA,2017,0,0
Listeriosis,SANTA BARBARA,2018,0,3
Listeriosis,SANTA CLARA,2001,1,5
